source,target,sentence,document,relationship_type
ITF,Recommendations,"The ITF found no evidence of financial loss to the Pristina Airport or the KTA. 
 
Recommendations. 
 
",45.pdf,contextual
UNMIK,KTA,"This results of this investigation do not reach a l evel where recommendations for 
administrative action are necessary, however, it is  recommended that UNMIK, and in 
particular, the KTA undertake the following actions : 
Recommendation 1: That airport staff responsible fo r procurement activity have received 
adequate training in the handling of procurement ma tters: 
Recommendation 2: That airport staff responsible fo r procurement activity strictly adhere to 
all applicable Procurement Regulations; 
Recommendation 3: That airport and KTA staff author ized to sign contract documentation 
only do so after receiving written approvals on Cap ital Expenditures.",45.pdf,contextual
KTA,KTA,"This results of this investigation do not reach a l evel where recommendations for 
administrative action are necessary, however, it is  recommended that UNMIK, and in 
particular, the KTA undertake the following actions : 
Recommendation 1: That airport staff responsible fo r procurement activity have received 
adequate training in the handling of procurement ma tters: 
Recommendation 2: That airport staff responsible fo r procurement activity strictly adhere to 
all applicable Procurement Regulations; 
Recommendation 3: That airport and KTA staff author ized to sign contract documentation 
only do so after receiving written approvals on Cap ital Expenditures.",45.pdf,contextual
KTA,Cap,"This results of this investigation do not reach a l evel where recommendations for 
administrative action are necessary, however, it is  recommended that UNMIK, and in 
particular, the KTA undertake the following actions : 
Recommendation 1: That airport staff responsible fo r procurement activity have received 
adequate training in the handling of procurement ma tters: 
Recommendation 2: That airport staff responsible fo r procurement activity strictly adhere to 
all applicable Procurement Regulations; 
Recommendation 3: That airport and KTA staff author ized to sign contract documentation 
only do so after receiving written approvals on Cap ital Expenditures.",45.pdf,contextual
Cap,Expenditures,"This results of this investigation do not reach a l evel where recommendations for 
administrative action are necessary, however, it is  recommended that UNMIK, and in 
particular, the KTA undertake the following actions : 
Recommendation 1: That airport staff responsible fo r procurement activity have received 
adequate training in the handling of procurement ma tters: 
Recommendation 2: That airport staff responsible fo r procurement activity strictly adhere to 
all applicable Procurement Regulations; 
Recommendation 3: That airport and KTA staff author ized to sign contract documentation 
only do so after receiving written approvals on Cap ital Expenditures.",45.pdf,contextual
UNITED NATIONS,"United Nations Interim 
Administration Mission","UNITED NATIONS 
United Nations Interim 
Administration Mission 
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au",51.pdf,contextual
"United Nations Interim 
Administration Mission",Kosovo,"UNITED NATIONS 
United Nations Interim 
Administration Mission 
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au",51.pdf,contextual
Kosovo,Intérimaire des Nations,"UNITED NATIONS 
United Nations Interim 
Administration Mission 
in Kosovo   
UNMIK NATIONS UNIES 
Mission d’Administration 
Intérimaire des Nations Unies 
au",51.pdf,contextual
Kosovo,"INVESTIGATION TASK FORCE 
 
Allegation","Kosovo  
 
INVESTIGATION TASK FORCE 
 
Allegation of fraud in handling and accounting of C argo  
at Pristina Airport (Case No. 0192/04)  
 
 
I. Introduction  
 
1.",51.pdf,contextual
The Investigation Task Force,the Cargo Department,"The Investigation Task Force (ITF) received a re port that the Cargo Department at 
Pristina Airport had improperly sought payment for importation and storage of goods 
owned by the Company.",51.pdf,contextual
ITF,"the Department of 
Justice","After the ITF conducted a preliminary investigat ion into this allegation, prima 
facie  evidence of a crime was identified and the case wa s referred to the Department of 
Justice, Pillar I, UNMIK, on July 22",51.pdf,contextual
"the Department of 
Justice",Pillar,"After the ITF conducted a preliminary investigat ion into this allegation, prima 
facie  evidence of a crime was identified and the case wa s referred to the Department of 
Justice, Pillar I, UNMIK, on July 22",51.pdf,contextual
Kosovo,POE,"In general terms, airport officials are required  to act in the best interests of Airport 
Pristina, a Kosovo Publicly Owned Enterprise (POE),  while performing their duties and 
establishing and maintaining a responsible and tran sparent business framework in which 
Airport Pristina can function.",51.pdf,contextual
POE,Airport Pristina,"In general terms, airport officials are required  to act in the best interests of Airport 
Pristina, a Kosovo Publicly Owned Enterprise (POE),  while performing their duties and 
establishing and maintaining a responsible and tran sparent business framework in which 
Airport Pristina can function.",51.pdf,contextual
Kosovo,Company,"At the time the consignment arrived in Kosovo, the Company did not have 
permission to erect the LED screen on any city buil ding for advertisement purposes as 
they had intended.",51.pdf,contextual
Company,VAT,"The same Agent, on  behalf of the Company, paid a 
total amount of €11,581.00, VAT and Customs Duties included. 
 
13.",51.pdf,contextual
VAT,Customs Duties,"The same Agent, on  behalf of the Company, paid a 
total amount of €11,581.00, VAT and Customs Duties included. 
 
13.",51.pdf,contextual
Co,Company,"Once all the payments had been effected, the Co mpany Representative went to the 
Cargo Building to pick up his goods, but according to his statements, he/she was 
approached by Official 1, who advised the Company R epresentative that he/she was now 
required to pay the amount of €32,800.00 that inclu ded a storage charge for the period 26 
December 2003 to 15 March 2004. 
 
",51.pdf,contextual
the Cargo Department Finance Office,Company,"ITF Investigators visited the Cargo Department Finance Office to check official 
documentation in relation to the Company merchandis e. No trace of the payment of the 
€8,000 could be found in the Cargo Department accou nt books for 2003 or 2004. 
 
19.",51.pdf,contextual
Company,the Cargo Department,"ITF Investigators visited the Cargo Department Finance Office to check official 
documentation in relation to the Company merchandis e. No trace of the payment of the 
€8,000 could be found in the Cargo Department accou nt books for 2003 or 2004. 
 
19.",51.pdf,contextual
Finance,ITF,"According to the tariff list that the Finance O fficer of the Cargo Section provided 
to the ITF, the Company should have paid an amount of approximately €32,000.00 for 
storage fees from the 23 rd  of December 2003 to 15 th  of March 2004. 
 
20.",51.pdf,contextual
ITF,Company,"According to the tariff list that the Finance O fficer of the Cargo Section provided 
to the ITF, the Company should have paid an amount of approximately €32,000.00 for 
storage fees from the 23 rd  of December 2003 to 15 th  of March 2004. 
 
20.",51.pdf,contextual
ITF,VAT,"The ITF found that the Company 
paid a total amount of €11,581.00 for VAT and Custo ms Duties.   
 
21.",51.pdf,contextual
VAT,Custo ms Duties,"The ITF found that the Company 
paid a total amount of €11,581.00 for VAT and Custo ms Duties.   
 
21.",51.pdf,contextual
ITF,Department,"In view 
of all the collected data and evidence, the ITF dec ided to refer the case to the Department 
of Justice.  
 
",51.pdf,contextual
Department,Justice,"In view 
of all the collected data and evidence, the ITF dec ided to refer the case to the Department 
of Justice.  
 
",51.pdf,contextual
ITF,Depar,"Based on the referral from the ITF to the Depar tment of Justice on 26 July 2004, 
arrest warrants were  issued against Official 1 and Official 2.",51.pdf,contextual
Depar,Justice,"Based on the referral from the ITF to the Depar tment of Justice on 26 July 2004, 
arrest warrants were  issued against Official 1 and Official 2.",51.pdf,contextual
Fraud,Ko,"Count 1   
 
That between the dates 14 th  March 2004 and 16 th  March 2004 inclusive, Official 1 and 
Official 2  acting in their capacity as officials of Airport Pr istina, and acting in complicity 
with the intention to obtain an unlawful material b enefit, presented a representative of the 
Company with a false statement of account claiming reduced storage fees, and in so 
doing, misled an authorized person to carry out an unlawful payment, thereby committing 
the offence of Fraud in Service  in violation of  Article 215, (1) and (2) of the Ko sovo 
Criminal Code (KCC) punishable by imprisonment of o ne to ten years 
 
{equivalent to Fraud in Office  contrary to Article 341 (1) and (2) of Provisional Kosovo 
Criminal Code (PCCK)}; 
 
and Complicity, in violation of Article 22 of Criminal Code of SFRY ,( equivalent to   Co-
Perpetration , in violation of PCCK Article 23) 
 
",51.pdf,contextual
Ko,KCC,"Count 1   
 
That between the dates 14 th  March 2004 and 16 th  March 2004 inclusive, Official 1 and 
Official 2  acting in their capacity as officials of Airport Pr istina, and acting in complicity 
with the intention to obtain an unlawful material b enefit, presented a representative of the 
Company with a false statement of account claiming reduced storage fees, and in so 
doing, misled an authorized person to carry out an unlawful payment, thereby committing 
the offence of Fraud in Service  in violation of  Article 215, (1) and (2) of the Ko sovo 
Criminal Code (KCC) punishable by imprisonment of o ne to ten years 
 
{equivalent to Fraud in Office  contrary to Article 341 (1) and (2) of Provisional Kosovo 
Criminal Code (PCCK)}; 
 
and Complicity, in violation of Article 22 of Criminal Code of SFRY ,( equivalent to   Co-
Perpetration , in violation of PCCK Article 23) 
 
",51.pdf,contextual
KCC,Fraud,"Count 1   
 
That between the dates 14 th  March 2004 and 16 th  March 2004 inclusive, Official 1 and 
Official 2  acting in their capacity as officials of Airport Pr istina, and acting in complicity 
with the intention to obtain an unlawful material b enefit, presented a representative of the 
Company with a false statement of account claiming reduced storage fees, and in so 
doing, misled an authorized person to carry out an unlawful payment, thereby committing 
the offence of Fraud in Service  in violation of  Article 215, (1) and (2) of the Ko sovo 
Criminal Code (KCC) punishable by imprisonment of o ne to ten years 
 
{equivalent to Fraud in Office  contrary to Article 341 (1) and (2) of Provisional Kosovo 
Criminal Code (PCCK)}; 
 
and Complicity, in violation of Article 22 of Criminal Code of SFRY ,( equivalent to   Co-
Perpetration , in violation of PCCK Article 23) 
 
",51.pdf,contextual
